DATEPRD,WELL_BORE_CODE,NPD_WELL_BORE_CODE,NPD_WELL_BORE_NAME,NPD_FIELD_CODE,NPD_FIELD_NAME,NPD_FACILITY_CODE,NPD_FACILITY_NAME,ON_STREAM_HRS,AVG_DOWNHOLE_PRESSURE,AVG_DOWNHOLE_TEMPERATURE,AVG_DP_TUBING,AVG_ANNULUS_PRESS,AVG_CHOKE_SIZE_P,AVG_CHOKE_UOM,AVG_WHP_P,AVG_WHT_P,DP_CHOKE_SIZE,BORE_OIL_VOL,BORE_GAS_VOL,BORE_WAT_VOL,BORE_WI_VOL,FLOW_KIND,WELL_TYPE,diff_dias,oil_lag_1,gas_lag_1,water_lag_1,oil_lag_3,gas_lag_3,water_lag_3,oil_lag_7,gas_lag_7,water_lag_7,oil_lag_14,gas_lag_14,water_lag_14,oil_lag_30,gas_lag_30,water_lag_30,oil_roll_mean_3,gas_roll_mean_3,water_roll_mean_3,oil_roll_mean_7,gas_roll_mean_7,water_roll_mean_7,oil_roll_mean_14,gas_roll_mean_14,water_roll_mean_14,oil_roll_mean_30,gas_roll_mean_30,water_roll_mean_30,oil_roll_std_7,gas_roll_std_7,water_roll_std_7,oil_roll_std_14,gas_roll_std_14,water_roll_std_14,oil_roll_std_30,gas_roll_std_30,water_roll_std_30,oil_delta_1d,gas_delta_1d,water_delta_1d,oil_delta_3d,gas_delta_3d,water_delta_3d,oil_delta_7d,gas_delta_7d,water_delta_7d,oil_pct_change_1d,gas_pct_change_1d,water_pct_change_1d,oil_pct_change_7d,gas_pct_change_7d,water_pct_change_7d,oil_pct_change_14d,gas_pct_change_14d,water_pct_change_14d,oil_ewma_3,gas_ewma_3,water_ewma_3,oil_ewma_7,gas_ewma_7,water_ewma_7,oil_ewma_14,gas_ewma_14,water_ewma_14,oil_ewma_30,gas_ewma_30,water_ewma_30,oil_expanding_mean,oil_expanding_std,gas_expanding_mean,gas_expanding_std,water_expanding_mean,water_expanding_std,oil_cumulative,gas_cumulative,water_cumulative,oil_velocity,oil_acceleration,gas_velocity,gas_acceleration,oil_trend_strength,gas_trend_strength,water_trend_strength,oil_vs_trend,gas_vs_trend,water_vs_trend,oil_volatility_index,gas_volatility_index,oil_momentum_7d,oil_momentum_30d,oil_roc_7d,oil_roc_30d,oil_zscore_30
2015-09-20,NO 15/9-F-11 H,7078,15/9-F-11,3420717,VOLVE,369304,MÆRSK INSPIRER,24.0,219.71341166666667,105.83291145833333,182.2935325,12.333650833333333,26.994723541666666,%,37.41987916666667,78.51454,8.596988958333334,1006.61,151247.56,1101.64,,production,OP,1.0,1051.51,153435.06,1163.41,1040.85,154606.57,1272.72,1032.61,152835.56,1279.59,1043.55,156646.96,1184.84,1179.2,177614.52,1191.48,1046.9633333333336,154365.1133333333,1150.3400000000001,1039.9014285714286,153975.77285714285,1218.5314285714285,1035.5149999999999,153980.4407142857,1245.1285714285714,893.2733333333332,134700.315,1042.7523333333334,27.092734837079714,2551.3683328747675,68.67235431830039,19.391531756041143,1824.7652020773562,55.57380177706175,384.3438418766526,57601.003168902294,437.7445946942389,-44.89999999999998,-2187.5,-61.76999999999998,-34.239999999999895,-3359.0100000000093,-171.07999999999993,-25.999999999999886,-1588.0,-177.94999999999982,-0.04270049737995829,-0.014256845860391998,-0.05309392217704845,-0.025178915563474957,-0.010390252111485032,-0.13906798271321275,-0.03539839969335434,-0.034468591027875695,-0.07022045170655944,1031.6265925559676,153080.902639298,1148.7137709841518,1036.6328604437815,153653.4054154738,1193.822440341324,1016.2897503891776,151373.18167764478,1191.5388012848537,1003.6532824032892,150538.686655136,1145.638342769142,677.8930490956072,563.0232290386512,101696.16900516796,83574.56442348646,324.1117312661499,361.719485409249,1049378.4399999995,157425669.6199999,501724.9599999995,-44.89999999999998,-13.639999999999986,-2187.5,2790.1600000000035,146.6280952380954,19275.457857142843,175.77909523809512,1.1268779246367295,1.1228448871853045,1.0564733012664882,0.018726461476696276,0.011850629817739322,-25.999999999999886,-172.59000000000003,-0.02517891556347497,-0.1463619402985075,0.29488352438085874
2015-09-21,NO 15/9-F-11 H,7078,15/9-F-11,3420717,VOLVE,369304,MÆRSK INSPIRER,24.0,219.73683958333334,105.83253375,182.31728375,12.164399791666666,27.008797708333333,%,37.419555833333334,77.79286979166666,8.548922708333333,1065.57,160596.97,1141.82,,production,OP,1.0,1006.61,151247.56,1101.64,1082.77,158412.72,1185.97,1005.36,150815.6,1274.07,1036.29,155171.95,1240.34,1176.63,175818.74,1175.47,1041.2300000000002,155093.19666666668,1135.6233333333332,1048.502857142857,155373.11142857143,1199.6385714285714,1037.6064285714285,154367.94214285715,1238.0914285714284,889.5713333333333,134192.92266666665,1041.6306666666667,23.636028088691894,3142.253855518257,69.03728882001522,20.994275632658972,2535.039780692351,62.08322452187121,382.0484475301915,57292.528210014374,437.43579843362716,58.95999999999992,9349.410000000003,40.179999999999836,-17.200000000000045,2184.25,-44.15000000000009,60.20999999999992,9781.369999999995,-132.25,0.05857283357010146,0.061815278210108016,0.03647289495660999,0.05988899498687039,0.06485648699471414,-0.10380120401547799,0.02825463914541304,0.03496134449557409,-0.07942983375526069,1048.5982962779838,156838.936319649,1145.2668854920757,1043.8671453328361,155389.29656160536,1180.8218302559928,1022.8604503372873,152603.0201206255,1184.9096277802066,1007.6479093450124,151187.60816125627,1145.3919980743585,678.1433247256294,562.9275311240352,101734.19405422853,83560.9683959497,324.6396255648806,362.199015814463,1050444.0099999995,157586266.58999988,502866.7799999995,58.95999999999992,103.8599999999999,9349.410000000003,11536.910000000003,158.9315238095237,21180.188761904777,158.00790476190468,1.1978466032703392,1.196761847112613,1.0961850841565084,0.020233370818224197,0.01642206111905244,60.20999999999992,-111.06000000000017,0.059888994986870295,-0.09438821039749128,0.46067106882500364
2015-09-22,NO 15/9-F-11 H,7078,15/9-F-11,3420717,VOLVE,369304,MÆRSK INSPIRER,22.72458,231.40108750130915,104.84726391487104,187.20117893804417,11.896945476818493,19.040287291666665,%,44.19990856326498,74.95601052044967,14.660289967365733,810.98,126742.7,876.9,,production,OP,1.0,1065.57,160596.97,1141.82,1051.51,153435.06,1163.41,1040.99,154254.19,1268.62,1027.85,154101.3,1260.82,1163.24,172903.01,1213.46,961.0533333333334,146195.74333333335,1040.1200000000001,1015.6442857142857,151442.89857142855,1143.6785714285713,1022.1157142857144,152413.75642857142,1210.6685714285716,877.8293333333332,132654.24566666668,1030.412,93.23343067397069,11325.230074513032,132.96489529553114,64.23200373097583,7811.050688225113,114.19306350058412,378.74635735982054,56835.08782108479,437.1927442484022,-254.58999999999992,-33854.270000000004,-264.91999999999996,-240.52999999999997,-26692.36,-286.5100000000001,-230.01,-27511.490000000005,-391.7199999999999,-0.2389237684994885,-0.2108026695646873,-0.23201555411535968,-0.22095313115399762,-0.1783516544996282,-0.3087764657659504,-0.21099382205574735,-0.1775364646502008,-0.3045002458717343,929.7891481389919,141790.8181598245,1011.0834427460379,985.6453589996271,148227.64742120402,1104.8413726919946,994.6097236256489,149154.97743787544,1143.8416774095124,994.9596571292052,149610.51731214297,1128.0699336824644,678.2290258064517,562.7559098513152,101750.32857419354,83536.40663957752,324.99592258064513,362.3536996346023,1051254.9899999995,157713009.28999987,503743.6799999995,-254.58999999999992,-313.54999999999984,-33854.270000000004,-43203.68000000001,137.8149523809525,18788.652904761868,113.2665714285713,0.923847004429107,0.9554364382613038,0.851018815774661,0.06284220351299766,0.05124898743563056,-230.01,-352.26,-0.22095313115399762,-0.3028265878064716,-0.17650158749863387
2015-09-23,NO 15/9-F-11 H,7078,15/9-F-11,3420717,VOLVE,369304,MÆRSK INSPIRER,24.0,221.23079104166666,105.85919083333333,183.13649,12.154930625,26.49394875,%,38.09430104166667,78.06974145833334,8.933426041666667,1070.19,161375.49,1229.15,,production,OP,1.0,810.98,126742.7,876.9,1006.61,151247.56,1101.64,1051.22,155058.71,1263.29,1028.02,153648.93,1263.17,1160.11,173584.52,1201.02,982.2466666666668,149571.72,1082.6233333333332,1018.3542857142857,152345.2957142857,1138.8014285714287,1025.1278571428572,152965.65357142856,1208.2385714285715,874.832,132247.278,1031.3496666666667,94.70395131797876,11898.508684003289,128.39388996736395,65.50631692129241,8169.763274829972,113.34875363958986,376.7861382013532,56575.01668059666,437.60124737800066,259.21000000000004,34632.78999999999,352.2500000000001,63.58000000000004,10127.929999999993,127.50999999999999,18.970000000000027,6316.779999999999,-34.13999999999987,0.3196256381168463,0.27325273960551577,0.40169916752195256,0.018045699282738248,0.040737988855962914,-0.027024673669545307,0.04102060271200947,0.050287105806724464,-0.026932241899348397,999.989574069496,151583.15407991223,1120.1167213730191,1006.7815192497203,151514.608065903,1135.918529518996,1004.6870938088957,150784.37911282538,1155.2161204215774,999.8132276369985,150369.54780813374,1134.5912282835957,678.481740812379,562.6623762477011,101788.77161831077,83523.17796743997,325.5788716956802,362.96359273262004,1052325.1799999995,157874384.77999988,504972.82999999955,259.21000000000004,513.8,34632.78999999999,68487.06,143.52228571428566,20098.0177142857,107.45176190476195,1.2233091610732119,1.220255663787651,1.1917878482208912,0.0639006309943285,0.05340913521488688,18.970000000000027,-89.91999999999985,0.01804569928273818,-0.07750989130341075,0.518485103864414
2015-09-24,NO 15/9-F-11 H,7078,15/9-F-11,3420717,VOLVE,369304,MÆRSK INSPIRER,24.0,220.47962229166666,105.85444833333334,182.85282125,12.08292125,26.977477083333333,%,37.62680104166667,76.24864958333333,8.445687708333333,1069.42,161188.15,1250.03,,production,OP,1.0,1070.19,161375.49,1229.15,1065.57,160596.97,1141.82,1040.85,154606.57,1272.72,1024.19,153098.51,1290.16,1158.64,172798.34,1196.26,983.5300000000002,149768.78,1118.6933333333334,1022.4357142857143,153285.5214285714,1135.56,1028.3585714285714,153543.48500000002,1205.3721428571428,871.858,131860.27166666667,1033.142,96.43484326340807,12358.138972530896,124.68226898801281,66.56332864932851,8460.781760649075,111.61182479252172,374.8157337109008,56327.2259414805,438.409350354918,-0.7699999999999818,-187.3399999999965,20.87999999999988,3.8500000000001364,591.179999999993,108.21000000000004,28.570000000000164,6581.579999999987,-22.690000000000055,-0.0007194984068249477,-0.0011608950033241694,0.01698734898100307,0.027448719796320464,0.04256985974140681,-0.0178279590169087,0.0441617278044113,0.0528394430487924,-0.03110466918831778,1034.704787034748,156385.65203995613,1185.0733606865097,1022.4411394372903,153932.99354942725,1164.446397139247,1013.3181479677096,152171.54856444866,1167.857971032034,1004.303987144289,151067.52214309285,1142.0388909749765,678.7336340206186,562.5684892451949,101827.0444136598,83509.8605941931,326.1745231958763,363.60456535203207,1053394.5999999994,158035572.9299999,506222.8599999996,-0.7699999999999818,-259.98,-187.3399999999965,-34820.12999999999,150.57771428571436,21425.249761904735,102.41799999999989,1.2265988268731836,1.222416334826551,1.2099304839025031,0.06472774234463793,0.055103489155851025,28.570000000000164,-89.22000000000003,0.027448719796320475,-0.07700407374162813,0.5270910002737017
2015-09-25,NO 15/9-F-11 H,7078,15/9-F-11,3420717,VOLVE,369304,MÆRSK INSPIRER,24.0,220.403390625,105.84418479166666,182.87669458333335,12.039580625,26.982303541666667,%,37.52669604166667,77.28998875,8.372397916666667,1067.92,162965.69,1348.53,,production,OP,1.0,1069.42,161188.15,1250.03,810.98,126742.7,876.9,1082.77,158412.72,1185.97,1027.57,154607.72,1289.94,671.06,102153.42,777.39,1069.176666666667,161843.11,1275.9033333333334,1020.3142857142857,153935.94571428568,1158.7828571428572,1031.2407142857141,154140.48285714284,1209.5571428571427,885.0866666666667,133887.34733333334,1052.1799999999998,95.03961013828966,12785.39354958492,148.50025496209997,67.39492544971785,8828.53078100094,116.03740878424817,374.4876378083313,56315.52552103802,439.3202875917019,-1.5,1777.5400000000081,98.5,256.94000000000005,36222.990000000005,471.63,-14.849999999999909,4552.970000000001,162.55999999999995,-0.001402629462699423,0.011027733738491419,0.07879810884538774,-0.013714824016180627,0.028741189470138595,0.13706923446630181,0.03926739784150968,0.0540592022183628,0.04542071724266239,1051.312393517374,159675.67101997806,1266.8016803432547,1033.8108545779678,156191.16766207045,1210.4672978544352,1020.5983949053483,153610.76742252219,1191.9475748944294,1008.4082460382058,151835.14587579653,1155.3608980088488,678.9842369607212,562.4739253368468,101866.41250482936,83497.36665319571,326.8328332260142,364.41202101769306,1054462.5199999993,158198538.6199999,507571.3899999996,-1.5,-0.7300000000000182,1777.5400000000081,1964.8800000000047,135.227619047619,20048.598380952346,106.60285714285737,1.2065711079141026,1.2171851429266995,1.2816533292782606,0.06535324344365005,0.05727587339390398,-14.849999999999909,396.8600000000001,-0.013714824016180637,0.5913927219622689,0.4882226137112445
2015-09-26,NO 15/9-F-11 H,7078,15/9-F-11,3420717,VOLVE,369304,MÆRSK INSPIRER,24.0,220.7123,105.82991270833334,183.11827041666666,12.121235416666666,26.598032916666668,%,37.59402958333333,78.35219208333334,8.519243333333334,1070.45,161704.07,1343.26,,production,OP,1.0,1067.92,162965.69,1348.53,1070.19,161375.49,1229.15,1051.51,153435.06,1163.41,1041.37,154431.79,1278.06,0.0,0.0,0.0,1069.2633333333335,161952.6366666667,1313.94,1023.0200000000001,155117.23285714284,1184.4757142857143,1033.317857142857,154659.93142857144,1214.2142857142858,920.7683333333333,139277.483,1096.955333333333,96.33650744482412,13109.30027708684,164.16632814081353,68.17474720593255,9057.949504432943,120.23087084146395,336.29699789572584,50496.86075439551,394.55636533421625,2.5299999999999727,-1261.6199999999953,-5.269999999999982,0.2599999999999909,328.5800000000163,114.1099999999999,18.940000000000055,8269.01000000001,179.8499999999999,0.002369091317701688,-0.007741629541776485,-0.003907959036877129,0.01801219199056603,0.05389257188024699,0.1545886660764475,0.027924752969645805,0.04709056341314177,0.05101481933555552,1060.881196758687,160689.87050998904,1305.0308401716275,1042.9706409334758,157569.39324655282,1243.6654733908263,1027.245275584635,154689.87443285258,1212.1225649085054,1012.4109398421925,152471.85065800318,1167.4834207179551,679.2361454311454,562.3804854207749,101904.91807593308,83484.28036451952,327.4869047619048,365.20600724190047,1055532.9699999993,158360242.68999988,508914.6499999996,2.5299999999999727,4.029999999999973,-1261.6199999999953,-3039.1600000000035,102.25166666666678,15839.74985714283,87.52038095238117,1.1625617011879572,1.1610209096038877,1.224534818494585,0.06597654994024489,0.05856687909250943,18.940000000000055,1070.45,0.018012191990566,,0.4450877278216973
2015-09-27,NO 15/9-F-11 H,7078,15/9-F-11,3420717,VOLVE,369304,MÆRSK INSPIRER,24.0,220.924670625,105.8237,183.28872041666668,12.180236875,26.476222291666666,%,37.635950208333334,77.88296395833333,8.551111041666667,1056.78,161682.12,1341.38,,production,OP,1.0,1070.45,161704.07,1343.26,1069.42,161188.15,1250.03,1006.61,151247.56,1101.64,1032.61,152835.56,1279.59,0.0,0.0,0.0,1065.0500000000002,162117.29333333333,1344.39,1030.1871428571428,156607.88428571427,1218.7242857142858,1035.0442857142857,155291.82857142857,1218.6278571428572,955.9943333333334,144666.88700000002,1141.6680000000001,96.77741639354447,13188.957539899298,168.94276475156886,68.46087784716025,9227.869681477629,123.89369830491951,288.46999309296837,43223.73057486444,337.89524875883274,-13.670000000000073,-21.95000000001164,-1.8799999999998818,-12.6400000000001,493.97000000000116,91.35000000000014,50.16999999999996,10434.559999999998,239.74,-0.012770330234948002,-0.00013574179054376412,-0.0013995801259620855,0.04984055393846676,0.06898993940794806,0.21762100141607066,0.023406707275738237,0.057882864432858394,0.0482889050398958,1058.8305983793434,161185.99525499452,1323.2054200858138,1046.4229807001068,158597.57493491462,1268.0941050431197,1031.1832388400169,155622.17384180558,1229.3568895873711,1015.2734598523738,153066.0615832933,1178.702554865184,679.4789389067524,562.2810280040126,101943.36000643087,83471.18101960229,328.1389260450161,365.99273275421376,1056589.7499999993,158521924.80999988,510256.0299999996,-13.670000000000073,-16.200000000000045,-21.95000000001164,1239.6699999999837,74.19280952380939,11940.997285714257,77.05628571428565,1.1054249624213253,1.117616638837331,1.1749300146802748,0.06614294556480285,0.059422764007400077,50.16999999999996,1056.78,0.049840553938466696,,0.3493800709947161
2015-09-28,NO 15/9-F-11 H,7078,15/9-F-11,3420717,VOLVE,369304,MÆRSK INSPIRER,24.0,221.073363125,105.82016604166667,183.40049125,12.056896875,26.49747,%,37.672871875,76.69153854166667,8.524772708333334,1052.85,160106.5,1334.7,,production,OP,1.0,1056.78,161682.12,1341.38,1067.92,162965.69,1348.53,1065.57,160596.97,1141.82,1005.36,150815.6,1274.07,0.0,0.0,0.0,1060.0266666666669,161164.23,1339.78,1028.3700000000001,156537.81714285715,1246.2785714285715,1038.4364285714287,155955.4642857143,1222.9585714285715,991.0893333333333,150003.77033333335,1186.158,96.11950409082768,13165.51522719089,170.03498320723557,68.05223509663554,9215.26822866818,127.00144462274366,225.27678413122277,33546.5910716653,261.6589977946427,-3.9300000000000637,-1575.6199999999953,-6.680000000000064,-15.070000000000164,-2859.1900000000023,-13.829999999999927,-12.720000000000027,-490.47000000000116,192.8800000000001,-0.0037188440356555885,-0.009745171574939704,-0.004979946025734705,-0.0119372730088122,-0.003054042675898594,0.1689232978928379,0.047236810694676334,0.06160436983972484,0.04758765216981797,1055.8402991896717,160646.24762749724,1328.9527100429068,1048.02973552508,158974.80620118594,1284.7455787823399,1034.0721403280145,156220.0839962315,1243.4026376423883,1017.6977527651239,153520.28341662922,1188.7669061642043,679.7188946015425,562.1798899524463,101980.73991645244,83457.36352284036,328.7858161953727,366.7637835946956,1057642.5999999994,158682031.30999988,511590.72999999963,-3.9300000000000637,9.740000000000009,-1575.6199999999953,-1553.6699999999837,37.280666666666775,6534.046809523803,60.120571428571566,1.062315943265121,1.0673498382355104,1.1252295225425282,0.06553336653477636,0.0590891013077014,-12.720000000000027,1052.85,-0.011937273008812211,,0.27415460010602444
2015-09-29,NO 15/9-F-11 H,7078,15/9-F-11,3420717,VOLVE,369304,MÆRSK INSPIRER,24.0,221.16982382978725,105.81824574468085,183.50123234042553,12.002639787234042,25.903044375,%,37.6685914893617,75.24298021276596,8.527790425531915,1050.53,160121.28,1275.78,,production,OP,1.0,1052.85,160106.5,1334.7,1070.45,161704.07,1343.26,810.98,126742.7,876.9,1040.99,154254.19,1268.62,0.0,0.0,0.0,1053.3866666666665,160636.63333333333,1317.2866666666666,1062.5914285714287,161306.18571428568,1303.2614285714285,1039.117857142857,156374.54214285713,1223.4699999999998,1026.1070000000002,155341.14633333337,1228.684,8.83803037742333,992.9397300765593,50.285611404107186,68.12749362307439,9265.220781574706,127.21370438995743,125.42716961207582,17987.011419196697,135.48189652826957,-2.3199999999999363,14.779999999998836,-58.92000000000007,-19.920000000000073,-1582.7900000000081,-67.48000000000002,239.54999999999995,33378.58,398.88,-0.0022035427648762207,9.23135537906905e-05,-0.04414475162957976,0.29538336333818327,0.26335702174563114,0.4548751282928498,0.009164353163815253,0.03803520669357496,0.0056439280478000065,1053.1851495948358,160383.7638137486,1302.3663550214533,1048.65480164381,159261.42465088944,1282.5041840867548,1036.2665216176126,156740.2434634006,1247.7196192900699,1019.8159622641482,153946.15416394346,1194.3806541536105,679.9570520231213,562.0777753486202,102018.08130378934,83443.55139255922,329.39403339755944,367.4305396239869,1058693.1299999994,158842152.58999988,512866.50999999966,-2.3199999999999363,1.6100000000001273,14.779999999998836,1590.3999999999942,36.48442857142845,5965.039380952308,74.57742857142853,1.023801611332931,1.0307718449328895,1.0383304413502576,0.06556281672455974,0.05925018647287481,239.54999999999995,1050.53,0.2953833633381834,,0.19471857712755394
2015-09-30,NO 15/9-F-11 H,7078,15/9-F-11,3420717,VOLVE,369304,MÆRSK INSPIRER,24.0,220.93326617021276,105.82042936170212,183.44483021276596,12.09703829787234,26.198970625,%,37.48843595744681,77.07503489361702,8.373038723404255,1088.75,165304.94,1254.05,,production,OP,1.0,1050.53,160121.28,1275.78,1056.78,161682.12,1341.38,1070.19,161375.49,1229.15,1051.22,155058.71,1263.29,447.37,77429.47,702.72,1064.0433333333333,161844.24000000002,1288.176666666667,1065.242857142857,161867.5357142857,1306.8185714285714,1041.7985714285714,157106.41571428571,1222.81,1047.4863333333333,158270.32866666664,1247.0616666666667,13.203451208278564,1811.767637851015,44.74472834072054,69.36741674225665,9553.484086254439,127.01503581496567,62.00740358928919,10428.887954304362,92.13523232215583,38.22000000000003,5183.6600000000035,-21.730000000000018,31.970000000000027,3622.820000000007,-87.33000000000015,18.559999999999945,3929.4500000000116,24.899999999999864,0.03638163593614663,0.03237333601130343,-0.017032717239649497,0.017342714845027363,0.024349732415994696,0.02025790180205833,0.035701375544605396,0.06607968039976608,-0.007314235052917395,1070.967574797418,162844.3519068743,1278.2081775107267,1058.6786012328575,160772.3034881671,1275.390638065066,1043.2643187352644,157882.20300161387,1248.563670051394,1024.263319537429,154678.97905659224,1198.2302893695066,680.2194351732991,561.9926828398325,102058.70188061618,83432.15847400833,329.9875224646983,368.05878078429157,1059781.8799999994,159007457.52999988,514120.55999999965,38.22000000000003,40.539999999999964,5183.6600000000035,5168.880000000005,17.756523809523742,3597.207047619071,59.75690476190471,1.0393930358359489,1.0444468106725737,1.0056038394252087,0.06658428859922148,0.06080900033788842,18.559999999999945,641.38,0.017342714845027467,1.4336678811721841,0.6654635459336403
2015-10-01,NO 15/9-F-11 H,7078,15/9-F-11,3420717,VOLVE,369304,MÆRSK INSPIRER,24.0,220.30123354166668,105.82695270833334,183.21397083333332,12.096749583333333,26.085143333333335,%,37.087262708333334,77.980749375,9.205931458333334,1104.83,168051.94,1294.45,,production,OP,1.0,1088.75,165304.94,1254.05,1052.85,160106.5,1334.7,1069.42,161188.15,1250.03,1040.85,154606.57,1272.72,1154.34,185768.97,1314.62,1081.3700000000001,164492.72,1274.76,1070.3014285714285,162848.07714285716,1313.1642857142856,1046.3685714285714,158066.79928571428,1224.3621428571428,1045.836,157679.761,1246.3893333333333,20.06886513031823,2908.323480683051,37.988391585289044,71.37849987184829,9950.41675685485,127.80219229963741,59.6806174623687,9253.388857265714,91.69779728612131,16.079999999999927,2747.0,40.40000000000009,51.98000000000002,7945.440000000002,-40.25,35.409999999999854,6863.790000000008,44.42000000000007,0.014769230769230646,0.01661777318935531,0.03221562138670708,0.033111406182790626,0.0425824727189934,0.035535147156468216,0.06146899168948461,0.08696506235148993,0.017073668992394264,1087.898787398709,165448.14595343714,1286.3290887553635,1070.2164509246431,162592.21261612533,1280.1554785487995,1051.4730762372292,159238.16793473205,1254.6818473778749,1029.461169889853,155541.7507303605,1204.4380126359902,680.4917960230918,561.9152108045181,102101.03237331622,83422.12377084345,330.60616420782554,368.75055714660544,1060886.7099999995,159175509.46999988,515415.00999999966,16.079999999999927,-22.1400000000001,2747.0,-2436.6600000000035,24.465428571428447,5168.316142857162,66.7749523809523,1.0564084617473484,1.0657800274063074,1.0385599149329476,0.06821544704309845,0.06295070692782824,35.409999999999854,-49.50999999999999,0.033111406182790536,-0.04289030961415181,0.9884951347428379
2015-10-02,NO 15/9-F-11 H,7078,15/9-F-11,3420717,VOLVE,369304,MÆRSK INSPIRER,24.0,219.926853125,105.83460958333333,183.1094,12.0790825,24.122952916666666,%,36.817453125,77.99908791666667,11.124022916666666,1117.65,169726.29,1294.11,,production,OP,1.0,1104.83,168051.94,1294.45,1050.53,160121.28,1275.78,1067.92,162965.69,1348.53,1082.77,158412.72,1185.97,1192.8,183061.48,1323.05,1103.7433333333336,167694.39,1280.87,1077.4057142857143,163813.87714285712,1305.3899999999999,1048.86,158874.91142857142,1232.0864285714285,1043.331,157235.25466666667,1245.4246666666666,26.76899939428566,3905.480436808253,34.99514918764929,73.32889565826655,10428.59141803529,128.56896004193172,54.665783747775436,8258.935767023895,91.01318236210797,12.820000000000164,1674.3500000000058,-0.3400000000001455,67.12000000000012,9605.01000000001,18.329999999999927,49.73000000000002,6760.600000000006,-54.42000000000007,0.011603595123231836,0.00996328873085317,-0.0002626598169107597,0.04656715858865823,0.041484805789488544,-0.040355053280238584,0.03221367418750076,0.07141831792295461,0.09118274492609424,1102.7743936993545,167587.21797671856,1290.2195443776818,1082.0748381934825,164375.731962094,1283.6441089115995,1060.2966660722652,160636.5842101011,1259.9389343941584,1035.150771832443,156456.8822961437,1210.2233021433456,680.7720256410257,561.8439961107946,102144.38189743589,83412.93866975587,331.2237948717949,369.4385500628874,1062004.3599999994,159345235.75999987,516709.11999999965,12.820000000000164,-3.2599999999997635,1674.3500000000058,-1072.6499999999942,34.074714285714435,6578.622476190445,59.96533333333332,1.071232427676356,1.0794416962011089,1.0390913514372875,0.06991294897151817,0.06564026581833143,49.73000000000002,-75.14999999999986,0.04656715858865834,-0.0630030181086518,1.3595158599189483
2015-10-03,NO 15/9-F-11 H,7078,15/9-F-11,3420717,VOLVE,369304,MÆRSK INSPIRER,24.0,215.98230541666666,105.867195,181.38532145833332,12.105751875,27.955199375,%,34.59698395833333,78.175020625,8.88174,1162.37,177027.11,1397.81,,production,OP,1.0,1117.65,169726.29,1294.11,1088.75,165304.94,1254.05,1070.45,161704.07,1343.26,1051.51,153435.06,1163.41,1098.55,173629.79,1270.7,1128.2833333333335,171601.78,1328.79,1090.537142857143,166002.88285714286,1313.182857142857,1056.7785714285715,160560.05785714282,1248.8292857142858,1045.4583333333333,157348.49866666665,1249.6616666666669,41.35815708107235,6165.937058962813,48.35662991919537,79.37365139807504,11347.571807855289,134.0817867207172,58.02718406255655,8510.931313245243,95.09749331637309,44.7199999999998,7300.819999999978,103.70000000000005,73.61999999999989,11722.169999999984,143.76,91.91999999999985,15323.039999999979,54.549999999999955,0.04001252628282548,0.04301525709423082,0.08013229169081448,0.08587042832453617,0.09475976702379829,0.04061015737831841,0.10542933495639595,0.15375918645973075,0.20147669351303477,1132.5721968496773,172307.16398835927,1344.0147721888409,1102.1486286451118,167538.5764715705,1312.1855816836994,1073.9064439292965,162821.98764875426,1278.321743141604,1043.3584639722853,157783.99376090863,1222.3256697470008,681.0805445227418,561.7961430259824,102192.35289557977,83407.73621719918,331.907065983344,370.30544086065146,1063166.7299999995,159522262.8699999,518106.92999999964,44.7199999999998,31.899999999999636,7300.819999999978,5626.469999999972,45.078809523809696,8654.384190476208,63.52119047619021,1.1118281455501973,1.1250638646068132,1.118550754404192,0.07510906593306142,0.07067493596665063,91.91999999999985,63.819999999999936,0.08587042832453626,0.0580947612762277,2.0147740848604565
